0
1
3,6875
-1,3125
-4,625
-2,875
-0,125
2,125
8,5
15,4375
21,3125
28,8125
34,4375
38,4375
40,9375
40,0625
33,625
23,625
13,375
5,9375
-0,8125
-3,75
1,125
9,8125
19,25
27
36
45,125
50,9375
55,6875
55,125
48,3125
37,9375
24,6875
8,8125
-5,625
-15
-18,6875
-18,5
-13,5625
-5
7,25
19,625
32
40,8125
43,0625
39,75
31,625
18,75
2
-12,4375
-24,25
-29,8125
-29,375
-25,75
-19,4375
-10,25
0
7
6,4375
10,4375
15,375
14,5625
12,75
14,9375
21,875
34
45,6875
55,9375
67,0625
74,9375
77,75
82,8125
84,5
83
81
75,375
70,25
68,0625
68,25
71,3125
75,9375
80,5625
85,75
85,625
82,3125
78,5625
71,6875
63,4375
55,0625
50,75
48,9375
46,5625
47,75
52,75
59,375
69,0625
75,4375
77,1875
78,875
75
63,875
50,1875
36,1875
24,25
14,25
7,375
5,75
7,4375
13,1875
17,9375
19,625
23
23,5
22
17,875
13,875
10,75
5,25
0,125
-0,4375
0,5625
1,75
3,875
6,25
8,5625
9,25
7,6875
6,6875
6,125
3,5
-1,5
-4,5625
-2,9375
-0,1875
1,6875
8,3125
16,125
21,9375
28,875
34,4375
38,375
41,0625
40,5
33,5
23,5
13,25
6,0625
-0,625
-3,1875
1,5
9,75
19,4375
27,3125
36
45,0625
51,1875
55,75
55,4375
48,4375
38,4375
25,25
8,8125
-5,1875
-14,875
-18,8125
-18,5625
-13,5625
-4,9375
7,4375
19,8125
31,75
40,5
42,875
39,625
31,8125
18,9375
2,0625
-12,3125
-23,875
-29,5
-29,3125
-25,625
-19,1875
-10,1875
0,0625
8
6,8125
10,6875
15,4375
14,875
12,9375
14,875
21,8125
33,5625
45,6875
55,9375
66,625
74,4375
77,5625
82,6875
84,75
83,125
81,0625
75,5
70,625
68,3125
68,1875
71,5
75,625
80
85,75
85,5
82,3125
78,3125
71,625
63,5625
55,1875
50,75
49,5
47
47,8125
52,5
58,875
68,4375
75,125
77,25
79
75
63,875
50,1875
36,0625
24
14,125
7,5625
6
7,8125
13,0625
17,75
19,5625
22,9375
23,75
22,0625
18,1875
14,125
10,75
5,3125
0,0625
-0,375
0,5625
1,75
4,25
5,9375
8,375
9,375
7,5625
6,3125
5,875
3,1875
-1,625
-4,375
-2,75
0,125
2
8,5625
15,75
21,625
28,625
34,625
38,5
41
40,3125
33,875
23,5625
13,4375
6,625
-0,5
-3,25
1,3125
10,1875
19,5625
27,3125
36,3125
45,25
51,125
55,5
54,9375
48,125
38
24,8125
8,6875
-5,4375
-14,6875
-18,9375
-18,625
-13,5625
-5
7,0625
19,75
32
40,625
43,1875
39,6875
31,1875
18,5625
2,1875
-12,3125
-24,25
-30
-29,625
-25,8125
-19,3125
-10,25
-0,1875
9
6,4375
10,375
15,125
14,75
12,8125
14,75
21,5625
34,125
45,5625
55,4375
66,875
74,875
77,75
82,5
84,8125
83,1875
81,125
75,625
70,4375
68
68,4375
71,875
75,8125
80,125
85,9375
85,5625
82,125
78,5625
71,5
63,625
55,3125
50,75
49,4375
46,875
48
52,6875
59
68,625
75,0625
77,3125
79,3125
75,5
64
50,0625
36,0625
24,1875
14,25
7,4375
5,9375
7,4375
13,0625
18,1875
20,25
23,0625
24
21,8125
17,8125
14,125
10,75
5,3125
0,125
-0,25
0,5
1,6875
4,25
6,375
8,75
9,8125
7,75
6,5
6,125
3,8125
-1,25
-4,4375
-2,9375
-0,6875
1,625
8,1875
15,75
21,8125
29,1875
34,875
38,4375
40,875
40,4375
33,6875
24
13,4375
6,1875
-1,0625
-3,6875
1,1875
10,25
19,625
27,8125
36,0625
45
51,375
55,6875
55,1875
48,125
38,0625
24,75
9,3125
-4,875
-14,5
-18,625
-18,5
-13,4375
-4,6875
7,375
19,9375
31,6875
40,5
43,3125
39,9375
31,875
19
2,25
-12,0625
-23,5
-29,625
-29,625
-25,875
-19,375
-10,125
0,0625
10
6,3125
10,625
15,125
14,3125
12,375
14,75
21,6875
33,75
45,6875
55,875
66,75
74,5
77,3125
82,5625
84,5
83
80,875
75,3125
70,0625
68,0625
68,1875
71,375
75,8125
80,1875
85,5
85,1875
82,3125
78,5
71,625
63,375
55
50,3125
48,875
46,5625
47,6875
52,625
59,1875
68,875
75
77,0625
78,8125
75,125
63,8125
50,25
36,125
24,1875
14,5
7,4375
5,6875
7,375
13,0625
18
19,5625
23,125
23,75
22
18,0625
14,125
11,125
5,1875
0,125
-0,3125
0,5
1,8125
4,125
6
8,5
9,5625
7,9375
6,5
6
3,875
-1,0625
-4,4375
-2,9375
-0,3125
1,75
8,4375
15,6875
21,6875
28,9375
34,5625
38,25
40,875
40,5
33,375
23,6875
13,5625
6,375
-0,75
-3,5625
1
9,875
19,25
27,25
36
44,875
51
55,4375
54,75
48
38,4375
25,125
9,3125
-5,0625
-14,875
-18,625
-18,6875
-13,6875
-4,9375
7,375
19,625
32,0625
40,6875
42,875
39,6875
31,5625
18,5625
2,25
-11,9375
-23,875
-29,6875
-29,625
-25,6875
-18,75
-10,3125
-0,4375
11
6,3125
10,75
15,375
14,875
12,5625
15,1875
22,125
34,0625
46,125
55,875
67,125
75
77,8125
82,8125
84,75
82,875
81,25
75,5625
70,5625
68,25
68,5
71,4375
75,6875
80,5625
85,9375
85,75
82,4375
78,6875
71,4375
63,25
54,875
50,5
49,125
46,75
47,9375
52,875
59,625
69,125
75,3125
77,125
78,9375
75
63,625
49,6875
35,75
24,0625
14,25
7,4375
5,75
7,5625
13,25
18,0625
19,8125
23,25
23,6875
21,75
17,875
13,5625
10,875
5,625
0,25
-0,5
0,6875
1,9375
4,3125
6,125
8,625
9,4375
7,8125
6,25
5,6875
3,5625
-1,5625
-3,875
-2,25
0,6875
2,4375
8,75
15,875
22,0625
29,3125
35
38,875
41,25
40,5
33,375
23,5625
13,1875
6,125
-0,6875
-3,5625
0,9375
10,625
20
27,6875
36,5625
45,625
51,5625
55,8125
55
47,9375
37,9375
24,875
8,5
-5,3125
-15,0625
-18,5625
-18,1875
-13,25
-4,5625
7,6875
20,25
32,375
40,75
43
39,8125
31,75
18,875
2,125
-12,4375
-23,6875
-29,4375
-29,5
-25,5
-18,9375
-9,8125
-0,125
12
6,375
10,6875
15
14,4375
12,75
14,9375
21,6875
33,8125
45,8125
55,75
67,125
75,25
77,5
82,375
84,4375
82,75
81,0625
75,3125
70
68
68,5
71,875
76
80,4375
85,875
85,4375
82,125
78,375
71,625
63,6875
54,875
50,375
48,875
46,75
47,75
52,5
59,25
68,6875
75,125
77,3125
79,1875
74,875
63,6875
49,5625
35,4375
23,875
13,9375
7,0625
5,75
7,4375
13,0625
17,9375
19,8125
23,4375
23,5
21,8125
17,8125
13,625
11
5,3125
0,25
-0,4375
0,5625
1,5
4,3125
6,25
8,8125
9,375
7,75
6,3125
5,75
3,3125
-1,6875
-4,5
-2,875
0,375
1,9375
8,375
16,0625
21,625
29,1875
34,9375
38,6875
41,125
40,5
33,4375
23,375
13,125
6,125
-0,75
-3,6875
1,125
10,4375
19,875
27,3125
36,6875
45,3125
51,25
55,9375
55
48
38
24,625
8,875
-5,125
-14,5
-18,5
-18,4375
-13,25
-4,75
7,375
19,875
32,125
40,75
42,875
39,8125
31,625
18,625
2,1875
-12,4375
-23,75
-29,75
-29,375
-25,5
-19,1875
-9,9375
0,125
13
6,5625
10,5625
15,375
14,5
12,8125
14,9375
21,625
33,875
45,9375
55,6875
67,125
74,875
78
83
84,4375
82,875
81,3125
75,4375
70,25
68,125
68,375
71,6875
76,1875
80,5
85,5625
85,4375
82,3125
78,5
71,375
63,6875
54,8125
50,625
49,1875
46,5
47,6875
52,375
59,0625
69,1875
75,75
77,25
79,0625
75,25
63,8125
49,8125
35,75
23,9375
13,875
7,25
5,9375
7,4375
13,25
17,9375
20,1875
23,3125
23,25
21,6875
18,1875
13,875
10,5625
5,25
0
-0,4375
0,4375
1,5625
4,3125
6,125
8,625
9,625
7,9375
6,8125
5,6875
2,9375
-1,625
-4,8125
-3
-0,1875
2
8,625
15,6875
21,625
29,25
34,875
38,5
40,875
40,25
33,4375
23,3125
13
5,9375
-0,875
-3,5625
1,0625
10,3125
19,75
27,375
36,4375
45,1875
51,3125
55,6875
54,875
47,75
37,8125
25
8,5625
-5,5
-14,875
-18,625
-18,25
-13,5625
-4,875
7,6875
19,8125
32,0625
40,6875
43,125
40,0625
31,6875
18,6875
2,3125
-12,3125
-23,6875
-29,5
-29,5625
-25,875
-19,125
-10,25
-0,0625
14
6,25
10,4375
15,25
14,3125
12,5625
14,8125
21,75
33,75
45,5
55,6875
67,0625
74,8125
77,5625
82,625
84,25
82,875
80,6875
75,6875
70,375
68
68,125
71,4375
75,875
80,375
85,625
85,125
81,9375
78,4375
71,4375
63,1875
54,5
50,25
48,9375
46,5625
47,875
52,625
59,1875
68,75
75,4375
77,1875
78,875
75,3125
63,875
49,4375
35,5625
23,875
13,625
7,1875
5,5
7,5625
13,25
18,1875
19,6875
22,9375
23,25
21,8125
18,125
13,9375
10,75
5,25
-0,375
-0,9375
0,4375
1,625
4,0625
6,25
9,0625
10
8,125
6,125
5,8125
3,1875
-1,75
-4,625
-2,8125
-0,375
1,875
8,8125
15,8125
21,6875
28,75
34,6875
38,6875
41,0625
40,4375
33,5
23,4375
12,9375
6
-0,75
-3,375
1,375
10,125
19,125
27,3125
36,375
45,1875
51,0625
55,4375
54,9375
47,9375
37,5625
24,4375
8,4375
-5,25
-14,625
-18,5625
-18,4375
-13,75
-4,6875
7,4375
19,8125
31,625
40,8125
43,1875
39,6875
32
18,6875
1,9375
-12,6875
-23,875
-29,6875
-29,4375
-25,5625
-19
-10,0625
-0,4375
15
6,1875
10,5625
15,3125
14,6875
12,9375
14,9375
21,5625
33,875
45,8125
56,3125
67,125
74,8125
77,6875
82,9375
84,75
82,5625
81
75,5625
70,125
67,9375
68,1875
71,5
75,8125
80,5
86,0625
85,1875
82,25
78,1875
71,3125
63,375
54,875
50,5
49,3125
46,5
47,9375
52,625
59,0625
69,0625
75,25
77,0625
79,3125
75,125
63,875
50
35,75
23,75
13,75
7
5,3125
7,4375
13,0625
18,1875
20
23,1875
23,8125
22
17,875
13,6875
10,9375
5,375
0
-0,5625
0,1875
1,5625
4,125
6,4375
9,0625
9,4375
7,6875
6,375
5,8125
3,375
-1,875
-4,5625
-2,75
-0,25
1,8125
8,625
15,8125
21,75
29,4375
34,625
38,4375
41,125
40,3125
33,375
23,75
13,3125
6,25
-0,6875
-3,5625
0,8125
9,8125
19,6875
27,375
36
44,9375
51,3125
55,8125
54,6875
47,75
38,0625
24,5625
8,75
-5,375
-14,875
-18,1875
-17,9375
-13,4375
-4,875
7,4375
19,75
31,9375
40,875
43,375
40,125
31,875
18,5625
1,875
-12,6875
-24,125
-29,9375
-29,625
-25,8125
-19,1875
-9,9375
-0,25
16
6,1875
10,6875
15,375
14,5625
12,875
14,875
21,5
33,9375
45,6875
55,875
67,125
74,875
78,375
83,125
84,625
82,8125
81,125
75,875
70,3125
68
68,1875
71,5625
76
80,3125
85,6875
85,25
82,125
78,6875
71,625
63,5625
54,9375
50,5
49,5
46,9375
47,8125
52,375
59,0625
68,8125
75,5625
77,3125
79,1875
75,375
63,75
49,75
35,375
23,6875
13,8125
7,125
5,5625
7,375
12,8125
17,6875
20,1875
23,5
23,6875
21,6875
18,1875
14,1875
10,625
5
-0,3125
-0,625
0,25
1,375
4,3125
6,3125
8,8125
9,5
7,5625
6,375
5,875
3,375
-1,6875
-4,5
-3
-0,1875
2,125
8,875
15,9375
21,8125
28,9375
34,5625
38,5625
41,0625
40,3125
33,375
23,5625
13,0625
6
-0,9375
-3,4375
1,1875
10,125
19,5625
27,3125
36,5
45,0625
51
55,6875
55
48
38,0625
24,625
8,6875
-5
-14,875
-18,6875
-18,625
-13,5625
-4,9375
7,5
19,5625
31,625
40,25
42,5
39,4375
31,6875
18,875
2,1875
-12,1875
-23,6875
-29,6875
-29,75
-25,5625
-19,0625
-10,0625
-0,0625
17
5,9375
10,5625
15,375
14,5625
12,75
14,875
21,75
34,125
45,6875
55,875
66,875
74,875
77,6875
82,625
84,25
82,875
80,75
75,375
70,3125
68
68,0625
71,25
75,875
80,375
85,8125
85,5
82,125
78,4375
71,5625
63,5625
54,9375
50,375
49,125
46,375
47,875
52,5625
59
69,0625
75,625
77,3125
79
75
63,875
49,5625
35,5
23,8125
13,8125
7,1875
5,5
7,375
13,375
18,5
20,25
23,5625
23,8125
21,9375
18,125
13,875
10,5625
5,3125
-0,0625
-0,3125
0,75
1,875
4,5625
6,125
8,75
9,625
8,375
6,5625
5,75
4,125
-1,3125
-4,3125
-2,9375
-0,25
1,75
8,625
15,6875
21,5625
29,3125
35,1875
38,9375
41,1875
40,5
33,125
23,25
12,75
5,75
-0,6875
-3,5
1,5625
10,5625
19,625
27,3125
36,4375
45,375
51,0625
55,5
55,0625
48
37,9375
24,875
8,625
-5,125
-14,5625
-18,5625
-18,5
-13,625
-5
7,6875
19,9375
31,5625
40,25
43,125
39,8125
31,9375
18,625
2,125
-12,25
-24,1875
-29,8125
-29,625
-25,75
-19,375
-10,125
-0,1875
18
6,375
10,5625
15,375
14,625
12,75
14,875
21,75
33,6875
45,5625
55,75
66,875
75,125
77,4375
82,5
84,3125
82,75
81,125
75,3125
70,125
68,125
68,25
71,3125
75,6875
80,125
85,875
85,25
82,3125
78,375
71,625
63,8125
55
50,4375
48,9375
46,3125
47,625
52,625
59,4375
69
74,875
77,1875
79,125
74,75
63,6875
49,5
35,375
23,6875
13,875
6,9375
5,625
7,25
12,625
17,9375
19,875
22,6875
23,3125
21,75
17,875
13,75
10,5625
5,125
-0,1875
-0,75
0,0625
1,6875
4,25
6,1875
8,5
9,75
8,1875
6,3125
6,1875
3,1875
-1,6875
-4,6875
-2,8125
-0,1875
1,8125
8,25
16,0625
21,875
29,5
34,8125
38,625
40,9375
40,1875
33,5
23,3125
12,8125
5,9375
-0,9375
-3,625
1,25
10,0625
19,5
27,75
36,375
45,25
51,3125
55,625
54,75
47,8125
37,5625
24,8125
8,5625
-5,25
-14,8125
-18,375
-18,5
-13,4375
-5
7,375
19,9375
31,875
40,5
42,75
39,8125
31,75
18,6875
2,5
-12,125
-23,875
-30
-29,5625
-25,6875
-19,25
-10,3125
-0,4375
19
6,375
10,4375
15,3125
14,8125
12,9375
15,0625
22
33,6875
45,5625
55,4375
66,8125
74,9375
77,9375
82,9375
84,4375
82,875
81,25
75,5
70,25
68,0625
68,1875
71,375
75,9375
80,25
85,6875
85,3125
82,375
78,5625
71,375
63,25
54,75
50,25
48,875
46,5
47,625
52,5
59
69
75,375
77,3125
79,0625
75,4375
63,6875
49,6875
35,75
23,875
14,1875
7,1875
5,6875
7,3125
13,1875
18,25
19,75
23,1875
23,9375
22
18,25
14,25
10,875
5,1875
-0,3125
-0,5625
0,4375
1,6875
4,0625
6,375
8,875
9,9375
8,0625
7
6,25
3,375
-1,4375
-4,3125
-3
-0,375
1,5625
8,6875
16,0625
21,6875
29,5
35,0625
38,4375
40,9375
40,25
33,1875
23,25
13,125
6
-1
-3,375
1,25
10,3125
19,625
27,3125
35,9375
44,6875
50,8125
55,375
54,625
47,5
38,0625
24,9375
8,875
-5,1875
-14,75
-18,5
-18,5
-13,6875
-5
7,3125
19,625
31,5
40,25
43,1875
39,75
31,5
18,3125
2,1875
-12,25
-23,6875
-29,625
-29,5625
-25,5625
-19,4375
-10,125
-0,4375
20
6,25
10,8125
15,5
14,625
12,9375
14,8125
21,6875
33,875
45,75
55,6875
66,6875
74,875
77,6875
82,9375
84,625
83,1875
81,25
75,9375
70,1875
68,1875
68,125
71,25
76,1875
80,4375
86
85,4375
82,3125
78,5
71,1875
63,4375
55
50,5
49,125
46,5625
47,5625
52,5625
59,375
69
75,1875
77,375
79,5
75,5625
64,125
49,5625
35,5
23,6875
13,8125
7
5,8125
7,5625
13,375
18,3125
20,3125
23,375
23,6875
21,625
17,9375
13,75
10,3125
5,125
-0,125
-0,6875
0,5
2
4,375
6,3125
8,8125
9,25
8
6,4375
5,625
3,375
-1,6875
-4,875
-3,125
-0,3125
1,6875
8,625
16,125
21,875
29,1875
34,875
38,8125
40,9375
40,1875
33,375
23,375
13,0625
6,125
-0,625
-3,1875
1,1875
10,25
19,875
27,375
35,9375
44,75
51,1875
55,4375
55,125
47,6875
37,8125
24,875
8,6875
-5,1875
-14,6875
-18,25
-18,25
-13,5625
-4,875
7,0625
19,5625
31,6875
40,0625
42,6875
39,875
31,6875
18,9375
2,3125
-12,25
-23,875
-29,875
-29,4375
-25,4375
-19,0625
-10,0625
-0,25
21
6,4375
10,5
15,5625
14,8125
12,75
14,9375
21,75
33,9375
45,1875
55,1875
66,8125
74,75
77,8125
82,6875
84,3125
82,9375
81,1875
75,8125
70,125
68,0625
68,125
71,4375
75,8125
80,1875
85,875
85,5
82,25
78,5625
71,75
63,375
54,75
50,5
49,3125
46,6875
47,5
52,5625
59,1875
69,1875
75,6875
77,125
78,9375
75,1875
64
49,75
35,5
23,6875
13,6875
7,1875
5,5625
7,5
13,5
18,5625
19,9375
23,375
23,8125
21,875
17,8125
13,4375
10,5625
5,4375
0,125
-0,5625
0,5625
1,75
4,375
6,3125
9
10,0625
8,3125
6,5
5,6875
3,0625
-1,5
-4,8125
-3,3125
-0,6875
1,625
8,4375
16,0625
22
28,875
34,6875
38,625
40,9375
40,125
33,0625
23
12,875
6
-0,5625
-3
1,125
9,9375
19,6875
27,75
36,5625
44,875
51,0625
55,9375
55,125
47,8125
37,5625
24,6875
8,6875
-5,3125
-14,625
-18,4375
-18,1875
-13,5
-4,9375
7,4375
20,1875
31,75
40,4375
43,0625
39,8125
31,625
18,8125
2,0625
-12,5625
-24,125
-29,6875
-29,5625
-25,6875
-19,0625
-10,4375
-0,5
22
6,25
10,3125
15,375
14,625
12,6875
15
21,75
33,8125
45,8125
55,625
66,8125
74,75
77,375
82,5
84,375
83,1875
81,25
75,875
70,5625
68
68,5625
71,625
76,1875
80,3125
85,75
85,4375
82,0625
78,5625
71,8125
63,625
55
50,375
49
46,25
47,4375
52,5
58,9375
69,1875
75,5
77,3125
79,6875
75,4375
63,6875
49,625
35,5625
24,0625
14,3125
7,375
5,9375
7,4375
13,25
18,4375
20,125
23,375
24
22,3125
18,1875
14,1875
10,625
5,1875
-0,0625
-0,625
0,625
1,8125
4,4375
6,4375
9,25
9,625
7,9375
6,9375
5,8125
3,5
-1,25
-4,8125
-3
0,125
1,6875
8,0625
15,6875
21,875
29,75
35,0625
38,5
41
40,25
33,375
23,3125
13
6,375
-0,625
-3,4375
1,125
10,25
19,5625
27,875
36,5625
45,375
51,1875
55,5625
54,9375
48
38,25
25
8,6875
-4,8125
-14,25
-18,3125
-18,125
-13,625
-5,25
7,25
19,5625
31,6875
40,625
43
40,0625
32,25
19,3125
2,5625
-11,8125
-24,0625
-29,625
-29,4375
-25,5
-19,125
-10,125
-0,3125
23
6,375
10,75
15,4375
14,6875
12,75
14,875
21,5625
33,375
45,5
55,75
66,9375
74,5
77,875
82,8125
84,5625
82,625
80,6875
75,4375
70
67,8125
67,9375
71,5
75,75
80,375
85,875
85,3125
82,3125
78,5625
71,6875
63,4375
54,8125
50,5
49,25
46,625
47,4375
52,3125
59,125
68,875
75,1875
77,1875
78,875
75,25
64,125
49,625
35,5625
23,9375
13,6875
7,125
5,4375
7,3125
12,8125
17,8125
20,0625
23,3125
23,8125
21,9375
18
13,8125
10,1875
5,0625
-0,3125
-0,875
0,375
1,8125
4,125
6,125
8,5625
9,5
7,9375
6,375
5,75
2,8125
-1,5625
-4,6875
-3,75
-1,1875
1,5625
8,1875
15,8125
21,875
29,375
34,9375
38,625
40,8125
40,3125
33,375
23,3125
13
5,8125
-1,0625
-3,5
1,125
10,1875
19,9375
27,75
36,375
45,375
51,25
55,375
54,625
47,5
38
25
8,8125
-5,4375
-14,75
-18,4375
-18,25
-13,5625
-5
7,1875
19,5625
31,5
40,4375
42,875
39,75
31,75
18,9375
2,4375
-12,125
-23,625
-29,375
-29,5
-25,875
-19,625
-10,375
-0,125
24
6,4375
10,8125
15,4375
14,75
12,8125
14,875
21,4375
33,875
45,625
55,75
66,8125
74,4375
77,5625
82,5625
84,625
83
81
75,5625
70,25
68,0625
68,0625
71,3125
75,9375
80,625
86
85,5
82,1875
78,6875
71,75
63,6875
55,0625
50,3125
49,1875
46,75
47,5
52,5625
59,25
68,9375
75,6875
77,5625
79,5625
75,5625
64,0625
50
36,0625
23,8125
13,6875
7,0625
5,5625
7,25
13,25
18,125
20,25
22,8125
23,25
21,9375
18,25
14,0625
10,625
5
-0,125
-0,6875
0,3125
1,8125
4,25
6,3125
8,9375
10,125
8,3125
6,5625
5,5
3,4375
-1,8125
-4,9375
-3,1875
-0,375
1,6875
8,4375
16,25
22
29,25
35
38,625
40,9375
40,4375
33,25
22,9375
12,9375
6,0625
-0,875
-3,4375
1,125
9,875
19,9375
27,375
36,25
45
51,0625
55,4375
54,875
47,625
37,8125
24,625
8,875
-5,125
-14,8125
-18,4375
-18,3125
-13,5
-5,3125
7,1875
19,6875
31,625
40,375
43,125
39,6875
31,8125
19,125
2,375
-12,3125
-24
-29,8125
-29,625
-25,8125
-19,375
-10,6875
-0,625
25
5,9375
10,25
15,5
14,6875
13
15,0625
21,3125
33,6875
45,5
55,5625
66,75
74,625
77,75
